"lambda","phi","eta","start","end","type"
3,0.1,0.6,77123,77123,"conserved"
3,0.1,0.6,77125,77125,"conserved"
3,0.1,0.6,77127,77127,"conserved"
3,0.1,0.6,77129,77129,"conserved"
3,0.1,0.6,77131,77131,"conserved"
3,0.1,0.6,77133,77133,"conserved"
3,0.1,0.6,77135,77135,"conserved"
3,0.1,0.6,77137,77137,"conserved"
3,0.1,0.6,77139,77139,"conserved"
3,0.1,0.6,77141,77141,"conserved"
3,0.1,0.6,77143,77143,"conserved"
3,0.1,0.6,77145,77145,"conserved"
3,0.1,0.6,77147,77147,"conserved"
3,0.1,0.6,77149,77149,"conserved"
3,0.1,0.6,77151,77151,"conserved"
3,0.1,0.6,77153,77153,"conserved"
3,0.1,0.6,77155,77155,"conserved"
3,0.1,0.6,77157,77157,"conserved"
3,0.1,0.6,77159,77159,"conserved"
3,0.1,0.6,77161,77161,"conserved"
3,0.1,0.6,77163,77163,"conserved"
3,0.1,0.6,77165,77165,"conserved"
3,0.1,0.6,77167,77167,"conserved"
3,0.1,0.6,77169,77169,"conserved"
3,0.1,0.6,77171,77171,"conserved"
3,0.1,0.6,77173,77173,"conserved"
3,0.1,0.6,77175,77175,"conserved"
3,0.1,0.6,77177,77177,"conserved"
3,0.1,0.6,77179,77179,"conserved"
3,0.1,0.6,77181,77181,"conserved"
3,0.1,0.6,77183,77183,"conserved"
3,0.1,0.6,77185,77185,"conserved"
3,0.1,0.6,77187,77187,"conserved"
3,0.1,0.6,77189,77189,"conserved"
3,0.1,0.6,77191,77191,"conserved"
3,0.1,0.6,77193,77193,"conserved"
3,0.1,0.6,77195,77195,"conserved"
3,0.1,0.6,77197,77197,"conserved"
3,0.1,0.6,77199,77199,"conserved"
3,0.1,0.6,77201,77201,"conserved"
3,0.1,0.6,77203,77203,"conserved"
3,0.1,0.6,77205,77205,"conserved"
3,0.1,0.6,77207,77207,"conserved"
3,0.1,0.6,77209,77209,"conserved"
3,0.1,0.6,77211,77211,"conserved"
3,0.1,0.6,77213,77213,"conserved"
3,0.1,0.6,77215,77215,"conserved"
3,0.1,0.6,77217,77217,"conserved"
3,0.1,0.6,77219,77219,"conserved"
3,0.1,0.6,77221,77221,"conserved"
3,0.1,0.6,77223,77223,"conserved"
3,0.1,0.6,77225,77225,"conserved"
3,0.1,0.6,77227,77227,"conserved"
3,0.1,0.6,77229,77229,"conserved"
3,0.1,0.6,77231,77231,"conserved"
3,0.1,0.6,77233,77233,"conserved"
3,0.1,0.6,77235,77235,"conserved"
3,0.1,0.6,77237,77237,"conserved"
3,0.1,0.6,77239,77239,"conserved"
3,0.1,0.6,77241,77241,"conserved"
3,0.1,0.6,77243,77243,"conserved"
3,0.1,0.6,77245,77245,"conserved"
3,0.1,0.6,77247,77247,"conserved"
3,0.1,0.6,77249,77249,"conserved"
3,0.1,0.6,77251,77251,"conserved"
3,0.1,0.6,77253,77253,"conserved"
3,0.1,0.6,77255,77255,"conserved"
3,0.1,0.6,77257,77257,"conserved"
3,0.1,0.6,77259,77259,"conserved"
3,0.1,0.6,77261,77261,"conserved"
3,0.1,0.6,77263,77263,"conserved"
3,0.1,0.6,77265,77265,"conserved"
3,0.1,0.6,77267,77267,"conserved"
3,0.1,0.6,77269,77269,"conserved"
3,0.1,0.6,77271,77271,"conserved"
3,0.1,0.6,77273,77273,"conserved"
3,0.1,0.6,77275,77275,"conserved"
3,0.1,0.6,77277,77277,"conserved"
3,0.1,0.6,77279,77279,"conserved"
3,0.1,0.6,77281,77281,"conserved"
3,0.1,0.6,77283,77283,"conserved"
3,0.1,0.6,77285,77285,"conserved"
3,0.1,0.6,77287,77287,"conserved"
3,0.1,0.6,77289,77289,"conserved"
3,0.1,0.6,77291,77291,"conserved"
3,0.1,0.6,77293,77293,"conserved"
3,0.1,0.6,77295,77295,"conserved"
3,0.1,0.6,77297,77297,"conserved"
3,0.1,0.6,77299,77299,"conserved"
3,0.1,0.6,77301,77301,"conserved"
3,0.1,0.6,77303,77303,"conserved"
3,0.1,0.6,77305,77305,"conserved"
3,0.1,0.6,77307,77307,"conserved"
3,0.1,0.6,77309,77309,"conserved"
3,0.1,0.6,77311,77311,"conserved"
3,0.1,0.6,77313,77313,"conserved"
3,0.1,0.6,77315,77315,"conserved"
3,0.1,0.6,77317,77317,"conserved"
3,0.1,0.6,77319,77319,"conserved"
3,0.1,0.6,77321,77321,"conserved"
3,0.1,0.6,77323,77323,"conserved"
3,0.1,0.6,77325,77325,"conserved"
3,0.1,0.6,77327,77327,"conserved"
3,0.1,0.6,77329,77329,"conserved"
3,0.1,0.6,77331,77331,"conserved"
3,0.1,0.6,77333,77333,"conserved"
3,0.1,0.6,77335,77335,"conserved"
3,0.1,0.6,77337,77337,"conserved"
3,0.1,0.6,77339,77339,"conserved"
3,0.1,0.6,77341,77341,"conserved"
3,0.1,0.6,77343,77343,"conserved"
3,0.1,0.6,77345,77345,"conserved"
3,0.1,0.6,77347,77347,"conserved"
3,0.1,0.6,77349,77349,"conserved"
3,0.1,0.6,77351,77351,"conserved"
3,0.1,0.6,77353,77353,"conserved"
3,0.1,0.6,77355,77355,"conserved"
3,0.1,0.6,77357,77357,"conserved"
3,0.1,0.6,77359,77359,"conserved"
3,0.1,0.6,77361,77361,"conserved"
3,0.1,0.6,77363,77363,"conserved"
3,0.1,0.6,77365,77365,"conserved"
3,0.1,0.6,77367,77367,"conserved"
3,0.1,0.6,77369,77369,"conserved"
3,0.1,0.6,77371,77371,"conserved"
3,0.1,0.6,77373,77373,"conserved"
3,0.1,0.6,77375,77375,"conserved"
3,0.1,0.6,77377,77377,"conserved"
3,0.1,0.6,77379,77379,"conserved"
3,0.1,0.6,77381,77381,"conserved"
3,0.1,0.6,77383,77383,"conserved"
3,0.1,0.6,77385,77385,"conserved"
3,0.1,0.6,77387,77387,"conserved"
3,0.1,0.6,77389,77389,"conserved"
3,0.1,0.6,77391,77391,"conserved"
3,0.1,0.6,77393,77393,"conserved"
3,0.1,0.6,77395,77395,"conserved"
3,0.1,0.6,77397,77397,"conserved"
3,0.1,0.6,77399,77399,"conserved"
3,0.1,0.6,77401,77401,"conserved"
3,0.1,0.6,77403,77403,"conserved"
3,0.1,0.6,77405,77405,"conserved"
3,0.1,0.6,77407,77407,"conserved"
3,0.1,0.6,77409,77409,"conserved"
3,0.1,0.6,77411,77411,"conserved"
3,0.1,0.6,77413,77413,"conserved"
3,0.1,0.6,77415,77415,"conserved"
3,0.1,0.6,77417,77417,"conserved"
3,0.1,0.6,77419,77419,"conserved"
3,0.1,0.6,77421,77421,"conserved"
3,0.1,0.6,77423,77423,"conserved"
3,0.1,0.6,77425,77425,"conserved"
3,0.1,0.6,77427,77427,"conserved"
3,0.1,0.6,77429,77429,"conserved"
3,0.1,0.6,77431,77431,"conserved"
3,0.1,0.6,77433,77433,"conserved"
3,0.1,0.6,77435,77435,"conserved"
3,0.1,0.6,77437,77437,"conserved"
3,0.1,0.6,77439,77439,"conserved"
3,0.1,0.6,77441,77441,"conserved"
3,0.1,0.6,77443,77443,"conserved"
3,0.1,0.6,77445,77445,"conserved"
3,0.1,0.6,77447,77447,"conserved"
3,0.1,0.6,77449,77449,"conserved"
3,0.1,0.6,77451,77451,"conserved"
3,0.1,0.6,77453,77453,"conserved"
3,0.1,0.6,77455,77455,"conserved"
3,0.1,0.6,77457,77457,"conserved"
3,0.1,0.6,77459,77459,"conserved"
3,0.1,0.6,77461,77461,"conserved"
3,0.1,0.6,77463,77463,"conserved"
3,0.1,0.6,77465,77465,"conserved"
3,0.1,0.6,77467,77467,"conserved"
3,0.1,0.6,77469,77469,"conserved"
3,0.1,0.6,77471,77471,"conserved"
3,0.1,0.6,77473,77473,"conserved"
3,0.1,0.6,77475,77475,"conserved"
3,0.1,0.6,77477,77477,"conserved"
3,0.1,0.6,77479,77479,"conserved"
3,0.1,0.6,77481,77481,"conserved"
3,0.1,0.6,77483,77483,"conserved"
3,0.1,0.6,77485,77485,"conserved"
3,0.1,0.6,77487,77487,"conserved"
3,0.1,0.6,77489,77489,"conserved"
3,0.1,0.6,77491,77491,"conserved"
3,0.1,0.6,77493,77493,"conserved"
3,0.1,0.6,77495,77495,"conserved"
3,0.1,0.6,77497,77497,"conserved"
3,0.1,0.6,77499,77499,"conserved"
3,0.1,0.6,77501,77501,"conserved"
3,0.1,0.6,77503,77503,"conserved"
3,0.1,0.6,77505,77505,"conserved"
3,0.1,0.6,77507,77507,"conserved"
3,0.1,0.6,77509,77509,"conserved"
3,0.1,0.6,77511,77511,"conserved"
3,0.1,0.6,77513,77513,"conserved"
3,0.1,0.6,77515,77515,"conserved"
3,0.1,0.6,77517,77517,"conserved"
3,0.1,0.6,77519,77519,"conserved"
3,0.1,0.6,77521,77521,"conserved"
3,0.1,0.6,77523,77523,"conserved"
3,0.1,0.6,77525,77525,"conserved"
3,0.1,0.6,77527,77527,"conserved"
3,0.1,0.6,77529,77529,"conserved"
3,0.1,0.6,77531,77531,"conserved"
3,0.1,0.6,77533,77533,"conserved"
3,0.1,0.6,77535,77535,"conserved"
3,0.1,0.6,77537,77537,"conserved"
3,0.1,0.6,77539,77539,"conserved"
3,0.1,0.6,77541,77541,"conserved"
3,0.1,0.6,77543,77543,"conserved"
3,0.1,0.6,77545,77545,"conserved"
3,0.1,0.6,77547,77547,"conserved"
3,0.1,0.6,77549,77549,"conserved"
3,0.1,0.6,77551,77551,"conserved"
3,0.1,0.6,77553,77553,"conserved"
3,0.1,0.6,77555,77555,"conserved"
3,0.1,0.6,77557,77557,"conserved"
3,0.1,0.6,77559,77559,"conserved"
3,0.1,0.6,77561,77561,"conserved"
3,0.1,0.6,77563,77563,"conserved"
3,0.1,0.6,77565,77565,"conserved"
3,0.1,0.6,77567,77567,"conserved"
3,0.1,0.6,77569,77569,"conserved"
3,0.1,0.6,77571,77571,"conserved"
3,0.1,0.6,77573,77573,"conserved"
3,0.1,0.6,77575,77575,"conserved"
3,0.1,0.6,77577,77577,"conserved"
3,0.1,0.6,77579,77579,"conserved"
3,0.1,0.6,77581,77581,"conserved"
3,0.1,0.6,77583,77583,"conserved"
3,0.1,0.6,77585,77585,"conserved"
3,0.1,0.6,77587,77587,"conserved"
3,0.1,0.6,77589,77589,"conserved"
3,0.1,0.6,77591,77591,"conserved"
3,0.1,0.6,77593,77593,"conserved"
3,0.1,0.6,77595,77595,"conserved"
3,0.1,0.6,77597,77597,"conserved"
3,0.1,0.6,77599,77599,"conserved"
3,0.1,0.6,77601,77601,"conserved"
3,0.1,0.6,77603,77603,"conserved"
3,0.1,0.6,77605,77605,"conserved"
3,0.1,0.6,77607,77607,"conserved"
3,0.1,0.6,77609,77609,"conserved"
3,0.1,0.6,77611,77611,"conserved"
3,0.1,0.6,77613,77613,"conserved"
3,0.1,0.6,77615,77615,"conserved"
3,0.1,0.6,77617,77617,"conserved"
3,0.1,0.6,77619,77619,"conserved"
3,0.1,0.6,77621,77621,"conserved"
3,0.1,0.6,77623,77623,"conserved"
3,0.1,0.6,77625,77625,"conserved"
3,0.1,0.6,77627,77627,"conserved"
3,0.1,0.6,77629,77629,"conserved"
3,0.1,0.6,77631,77631,"conserved"
3,0.1,0.6,77633,77633,"conserved"
3,0.1,0.6,77635,77635,"conserved"
3,0.1,0.6,77637,77637,"conserved"
3,0.1,0.6,77639,77639,"conserved"
3,0.1,0.6,77641,77641,"conserved"
3,0.1,0.6,77643,77643,"conserved"
3,0.1,0.6,77645,77645,"conserved"
3,0.1,0.6,77647,77647,"conserved"
3,0.1,0.6,77649,77649,"conserved"
3,0.1,0.6,77651,77651,"conserved"
3,0.1,0.6,77653,77653,"conserved"
3,0.1,0.6,77655,77655,"conserved"
3,0.1,0.6,77657,77657,"conserved"
3,0.1,0.6,77659,77659,"conserved"
3,0.1,0.6,77661,77661,"conserved"
3,0.1,0.6,77663,77663,"conserved"
3,0.1,0.6,77665,77665,"conserved"
3,0.1,0.6,77667,77667,"conserved"
3,0.1,0.6,77669,77669,"conserved"
3,0.1,0.6,77671,77671,"conserved"
3,0.1,0.6,77673,77673,"conserved"
3,0.1,0.6,77675,77675,"conserved"
3,0.1,0.6,77677,77677,"conserved"
3,0.1,0.6,77679,77679,"conserved"
3,0.1,0.6,77681,77681,"conserved"
3,0.1,0.6,77683,77683,"conserved"
3,0.1,0.6,77685,77685,"conserved"
3,0.1,0.6,77687,77687,"conserved"
3,0.1,0.6,77689,77689,"conserved"
3,0.1,0.6,77691,77691,"conserved"
3,0.1,0.6,77693,77693,"conserved"
3,0.1,0.6,77695,77695,"conserved"
3,0.1,0.6,77697,77697,"conserved"
3,0.1,0.6,77699,77699,"conserved"
3,0.1,0.6,77701,77701,"conserved"
3,0.1,0.6,77703,77703,"conserved"
3,0.1,0.6,77705,77705,"conserved"
3,0.1,0.6,77707,77707,"conserved"
3,0.1,0.6,77709,77709,"conserved"
3,0.1,0.6,77711,77711,"conserved"
3,0.1,0.6,77713,77713,"conserved"
3,0.1,0.6,77715,77715,"conserved"
3,0.1,0.6,77717,77717,"conserved"
3,0.1,0.6,77719,77719,"conserved"
3,0.1,0.6,77721,77721,"conserved"
3,0.1,0.6,77723,77723,"conserved"
3,0.1,0.6,77725,77725,"conserved"
3,0.1,0.6,77727,77727,"conserved"
3,0.1,0.6,77729,77729,"conserved"
3,0.1,0.6,77731,77731,"conserved"
3,0.1,0.6,77733,77733,"conserved"
3,0.1,0.6,77735,77735,"conserved"
3,0.1,0.6,77737,77737,"conserved"
3,0.1,0.6,77739,77739,"conserved"
3,0.1,0.6,77741,77741,"conserved"
3,0.1,0.6,77743,77743,"conserved"
3,0.1,0.6,77745,77745,"conserved"
3,0.1,0.6,77747,77747,"conserved"
3,0.1,0.6,77749,77749,"conserved"
3,0.1,0.6,77751,77751,"conserved"
3,0.1,0.6,77753,77753,"conserved"
3,0.1,0.6,77755,77755,"conserved"
3,0.1,0.6,77757,77757,"conserved"
3,0.1,0.6,77759,77759,"conserved"
3,0.1,0.6,77761,77761,"conserved"
3,0.1,0.6,77763,77763,"conserved"
3,0.1,0.6,77765,77765,"conserved"
3,0.1,0.6,77767,77767,"conserved"
3,0.1,0.6,77769,77769,"conserved"
3,0.1,0.6,77771,77771,"conserved"
3,0.1,0.6,77773,77773,"conserved"
3,0.1,0.6,77775,77775,"conserved"
3,0.1,0.6,77777,77777,"conserved"
3,0.1,0.6,77779,77779,"conserved"
3,0.1,0.6,77781,77781,"conserved"
3,0.1,0.6,77783,77783,"conserved"
3,0.1,0.6,77785,77785,"conserved"
3,0.1,0.6,77787,77787,"conserved"
3,0.1,0.6,77789,77789,"conserved"
3,0.1,0.6,77791,77791,"conserved"
3,0.1,0.6,77793,77793,"conserved"
3,0.1,0.6,77795,77795,"conserved"
3,0.1,0.6,77797,77797,"conserved"
3,0.1,0.6,77799,77799,"conserved"
3,0.1,0.6,77801,77801,"conserved"
3,0.1,0.6,77803,77803,"conserved"
3,0.1,0.6,77805,77805,"conserved"
3,0.1,0.6,77807,77807,"conserved"
3,0.1,0.6,77809,77809,"conserved"
3,0.1,0.6,77811,77811,"conserved"
3,0.1,0.6,77813,77813,"conserved"
3,0.1,0.6,77815,77815,"conserved"
3,0.1,0.6,77817,77817,"conserved"
3,0.1,0.6,77819,77819,"conserved"
3,0.1,0.6,77821,77821,"conserved"
3,0.1,0.6,77823,77823,"conserved"
3,0.1,0.6,77825,77825,"conserved"
3,0.1,0.6,77827,77827,"conserved"
3,0.1,0.6,77829,77829,"conserved"
3,0.1,0.6,77831,77831,"conserved"
3,0.1,0.6,77833,77833,"conserved"
3,0.1,0.6,77835,77835,"conserved"
3,0.1,0.6,77837,77837,"conserved"
3,0.1,0.6,77839,77839,"conserved"
3,0.1,0.6,77841,77841,"conserved"
3,0.1,0.6,77843,77843,"conserved"
3,0.1,0.6,77845,77845,"conserved"
3,0.1,0.6,77847,77847,"conserved"
3,0.1,0.6,77849,77849,"conserved"
3,0.1,0.6,77851,77851,"conserved"
3,0.1,0.6,77853,77853,"conserved"
3,0.1,0.6,77855,77855,"conserved"
3,0.1,0.6,77857,77857,"conserved"
3,0.1,0.6,77859,77859,"conserved"
3,0.1,0.6,77861,77861,"conserved"
3,0.1,0.6,77863,77863,"conserved"
3,0.1,0.6,77865,77865,"conserved"
3,0.1,0.6,77867,77867,"conserved"
3,0.1,0.6,77869,77869,"conserved"
3,0.1,0.6,77871,77871,"conserved"
3,0.1,0.6,77873,77873,"conserved"
3,0.1,0.6,77875,77875,"conserved"
3,0.1,0.6,77877,77877,"conserved"
3,0.1,0.6,77879,77879,"conserved"
3,0.1,0.6,77881,77881,"conserved"
3,0.1,0.6,77883,77883,"conserved"
3,0.1,0.6,77885,77885,"conserved"
3,0.1,0.6,77887,77887,"conserved"
3,0.1,0.6,77889,77889,"conserved"
3,0.1,0.6,77891,77891,"conserved"
3,0.1,0.6,77893,77893,"conserved"
3,0.1,0.6,77895,77895,"conserved"
3,0.1,0.6,77897,77897,"conserved"
3,0.1,0.6,77899,77899,"conserved"
3,0.1,0.6,77901,77901,"conserved"
3,0.1,0.6,77903,77903,"conserved"
3,0.1,0.6,77905,77905,"conserved"
3,0.1,0.6,77907,77907,"conserved"
3,0.1,0.6,77909,77909,"conserved"
3,0.1,0.6,77911,77911,"conserved"
3,0.1,0.6,77913,77913,"conserved"
3,0.1,0.6,77915,77915,"conserved"
3,0.1,0.6,77917,77917,"conserved"
3,0.1,0.6,77919,77919,"conserved"
3,0.1,0.6,77921,77921,"conserved"
3,0.1,0.6,77923,77923,"conserved"
3,0.1,0.6,77925,77925,"conserved"
3,0.1,0.6,77927,77927,"conserved"
3,0.1,0.6,77929,77929,"conserved"
3,0.1,0.6,77931,77931,"conserved"
3,0.1,0.6,77933,77933,"conserved"
3,0.1,0.6,77935,77935,"conserved"
3,0.1,0.6,77937,77937,"conserved"
3,0.1,0.6,77939,77939,"conserved"
3,0.1,0.6,77941,77941,"conserved"
3,0.1,0.6,77943,77943,"conserved"
3,0.1,0.6,77945,77945,"conserved"
3,0.1,0.6,77947,77947,"conserved"
3,0.1,0.6,77949,77949,"conserved"
3,0.1,0.6,77951,77951,"conserved"
3,0.1,0.6,77953,77953,"conserved"
3,0.1,0.6,77955,77955,"conserved"
3,0.1,0.6,77957,77957,"conserved"
3,0.1,0.6,77959,77959,"conserved"
3,0.1,0.6,77961,77961,"conserved"
3,0.1,0.6,77963,77963,"conserved"
3,0.1,0.6,77965,77965,"conserved"
3,0.1,0.6,77967,77967,"conserved"
3,0.1,0.6,77969,77969,"conserved"
3,0.1,0.6,77971,77971,"conserved"
3,0.1,0.6,77973,77973,"conserved"
3,0.1,0.6,77975,77975,"conserved"
3,0.1,0.6,77977,77977,"conserved"
3,0.1,0.6,77979,77979,"conserved"
3,0.1,0.6,77981,77981,"conserved"
3,0.1,0.6,77983,77983,"conserved"
3,0.1,0.6,77985,77985,"conserved"
3,0.1,0.6,77987,77987,"conserved"
3,0.1,0.6,77989,77989,"conserved"
3,0.1,0.6,77991,77991,"conserved"
3,0.1,0.6,77993,77993,"conserved"
3,0.1,0.6,77995,77995,"conserved"
3,0.1,0.6,77997,77997,"conserved"
3,0.1,0.6,77999,77999,"conserved"
3,0.1,0.6,78001,78001,"conserved"
3,0.1,0.6,78003,78003,"conserved"
3,0.1,0.6,78005,78005,"conserved"
3,0.1,0.6,78007,78007,"conserved"
3,0.1,0.6,78009,78009,"conserved"
3,0.1,0.6,78011,78011,"conserved"
3,0.1,0.6,78013,78013,"conserved"
3,0.1,0.6,78015,78015,"conserved"
3,0.1,0.6,78017,78017,"conserved"
3,0.1,0.6,78019,78019,"conserved"
3,0.1,0.6,78021,78021,"conserved"
3,0.1,0.6,78023,78023,"conserved"
3,0.1,0.6,78025,78025,"conserved"
3,0.1,0.6,78027,78027,"conserved"
3,0.1,0.6,78029,78029,"conserved"
3,0.1,0.6,78031,78031,"conserved"
3,0.1,0.6,78033,78033,"conserved"
3,0.1,0.6,78035,78035,"conserved"
3,0.1,0.6,78037,78037,"conserved"
3,0.1,0.6,78039,78039,"conserved"
3,0.1,0.6,78041,78041,"conserved"
3,0.1,0.6,78043,78043,"conserved"
3,0.1,0.6,78045,78045,"conserved"
3,0.1,0.6,78047,78047,"conserved"
3,0.1,0.6,78049,78049,"conserved"
3,0.1,0.6,78051,78051,"conserved"
3,0.1,0.6,78053,78053,"conserved"
3,0.1,0.6,78055,78055,"conserved"
3,0.1,0.6,78057,78057,"conserved"
3,0.1,0.6,78059,78059,"conserved"
3,0.1,0.6,78061,78061,"conserved"
3,0.1,0.6,78063,78063,"conserved"
3,0.1,0.6,78065,78065,"conserved"
3,0.1,0.6,78067,78067,"conserved"
3,0.1,0.6,78069,78069,"conserved"
3,0.1,0.6,78071,78071,"conserved"
3,0.1,0.6,78073,78073,"conserved"
3,0.1,0.6,78075,78075,"conserved"
3,0.1,0.6,78077,78077,"conserved"
3,0.1,0.6,78079,78079,"conserved"
3,0.1,0.6,78081,78081,"conserved"
3,0.1,0.6,78083,78083,"conserved"
3,0.1,0.6,78085,78085,"conserved"
3,0.1,0.6,78087,78087,"conserved"
3,0.1,0.6,78089,78089,"conserved"
3,0.1,0.6,78091,78091,"conserved"
3,0.1,0.6,78093,78093,"conserved"
3,0.1,0.6,78095,78095,"conserved"
3,0.1,0.6,78097,78097,"conserved"
3,0.1,0.6,78099,78099,"conserved"
3,0.1,0.6,78101,78101,"conserved"
3,0.1,0.6,78103,78103,"conserved"
3,0.1,0.6,78105,78105,"conserved"
3,0.1,0.6,78107,78107,"conserved"
3,0.1,0.6,78109,78109,"conserved"
3,0.1,0.6,78111,78111,"conserved"
3,0.1,0.6,78113,78113,"conserved"
3,0.1,0.6,78115,78115,"conserved"
3,0.1,0.6,78117,78117,"conserved"
3,0.1,0.6,78119,78119,"conserved"
3,0.1,0.6,78121,78121,"conserved"
3,0.1,0.6,78123,78123,"conserved"
3,0.1,0.6,78125,78125,"conserved"
3,0.1,0.6,78127,78127,"conserved"
3,0.1,0.6,78129,78129,"conserved"
3,0.1,0.6,78131,78131,"conserved"
3,0.1,0.6,78133,78133,"conserved"
3,0.1,0.6,78135,78135,"conserved"
3,0.1,0.6,78137,78137,"conserved"
3,0.1,0.6,78139,78139,"conserved"
3,0.1,0.6,78141,78141,"conserved"
3,0.1,0.6,78143,78143,"conserved"
3,0.1,0.6,78145,78145,"conserved"
3,0.1,0.6,78147,78147,"conserved"
3,0.1,0.6,78149,78149,"conserved"
3,0.1,0.6,78151,78151,"conserved"
3,0.1,0.6,78153,78153,"conserved"
3,0.1,0.6,78155,78155,"conserved"
3,0.1,0.6,78157,78157,"conserved"
3,0.1,0.6,78159,78159,"conserved"
3,0.1,0.6,78161,78161,"conserved"
3,0.1,0.6,78163,78163,"conserved"
3,0.1,0.6,78165,78165,"conserved"
3,0.1,0.6,78167,78167,"conserved"
3,0.1,0.6,78169,78169,"conserved"
3,0.1,0.6,78171,78171,"conserved"
3,0.1,0.6,78173,78173,"conserved"
3,0.1,0.6,78175,78175,"conserved"
3,0.1,0.6,78177,78177,"conserved"
3,0.1,0.6,78179,78179,"conserved"
3,0.1,0.6,78181,78181,"conserved"
3,0.1,0.6,78183,78183,"conserved"
3,0.1,0.6,78185,78185,"conserved"
3,0.1,0.6,78187,78187,"conserved"
3,0.1,0.6,78189,78189,"conserved"
3,0.1,0.6,78191,78191,"conserved"
3,0.1,0.6,78193,78193,"conserved"
3,0.1,0.6,78195,78195,"conserved"
3,0.1,0.6,78197,78197,"conserved"
3,0.1,0.6,78199,78199,"conserved"
3,0.1,0.6,78201,78201,"conserved"
3,0.1,0.6,78203,78203,"conserved"
3,0.1,0.6,78205,78205,"conserved"
3,0.1,0.6,78207,78207,"conserved"
3,0.1,0.6,78209,78209,"conserved"
3,0.1,0.6,78211,78211,"conserved"
3,0.1,0.6,78213,78213,"conserved"
3,0.1,0.6,78215,78215,"conserved"
3,0.1,0.6,78217,78217,"conserved"
3,0.1,0.6,78219,78219,"conserved"
3,0.1,0.6,78221,78221,"conserved"
3,0.1,0.6,78223,78223,"conserved"
3,0.1,0.6,78225,78225,"conserved"
3,0.1,0.6,78227,78227,"conserved"
3,0.1,0.6,78229,78229,"conserved"
3,0.1,0.6,78231,78231,"conserved"
3,0.1,0.6,78233,78233,"conserved"
3,0.1,0.6,78235,78235,"conserved"
3,0.1,0.6,78237,78237,"conserved"
3,0.1,0.6,78239,78239,"conserved"
3,0.1,0.6,78241,78241,"conserved"
3,0.1,0.6,78243,78243,"conserved"
3,0.1,0.6,78245,78245,"conserved"
3,0.1,0.6,78247,78247,"conserved"
3,0.1,0.6,78249,78249,"conserved"
3,0.1,0.6,78251,78251,"conserved"
3,0.1,0.6,78253,78253,"conserved"
3,0.1,0.6,78255,78255,"conserved"
3,0.1,0.6,78257,78257,"conserved"
3,0.1,0.6,78259,78259,"conserved"
3,0.1,0.6,78261,78261,"conserved"
3,0.1,0.6,78263,78263,"conserved"
3,0.1,0.6,78265,78265,"conserved"
3,0.1,0.6,78267,78267,"conserved"
3,0.1,0.6,78269,78269,"conserved"
3,0.1,0.6,78271,78271,"conserved"
3,0.1,0.6,78273,78273,"conserved"
3,0.1,0.6,78275,78275,"conserved"
3,0.1,0.6,78277,78277,"conserved"
3,0.1,0.6,78279,78279,"conserved"
3,0.1,0.6,78281,78281,"conserved"
3,0.1,0.6,78283,78283,"conserved"
3,0.1,0.6,78285,78285,"conserved"
3,0.1,0.6,78287,78287,"conserved"
3,0.1,0.6,78289,78289,"conserved"
3,0.1,0.6,78291,78291,"conserved"
3,0.1,0.6,78293,78293,"conserved"
3,0.1,0.6,78295,78295,"conserved"
3,0.1,0.6,78297,78297,"conserved"
3,0.1,0.6,78299,78299,"conserved"
3,0.1,0.6,78301,78301,"conserved"
3,0.1,0.6,78303,78303,"conserved"
3,0.1,0.6,78305,78305,"conserved"
3,0.1,0.6,78307,78307,"conserved"
3,0.1,0.6,78309,78309,"conserved"
3,0.1,0.6,78311,78311,"conserved"
3,0.1,0.6,78313,78313,"conserved"
3,0.1,0.6,78315,78315,"conserved"
3,0.1,0.6,78317,78317,"conserved"
3,0.1,0.6,78319,78319,"conserved"
3,0.1,0.6,78321,78321,"conserved"
3,0.1,0.6,78323,78323,"conserved"
3,0.1,0.6,78325,78325,"conserved"
3,0.1,0.6,78327,78327,"conserved"
3,0.1,0.6,78329,78329,"conserved"
3,0.1,0.6,78331,78331,"conserved"
3,0.1,0.6,78333,78333,"conserved"
3,0.1,0.6,78335,78335,"conserved"
3,0.1,0.6,78337,78337,"conserved"
3,0.1,0.6,78339,78339,"conserved"
3,0.1,0.6,78341,78341,"conserved"
3,0.1,0.6,78343,78343,"conserved"
3,0.1,0.6,78345,78345,"conserved"
3,0.1,0.6,78347,78347,"conserved"
3,0.1,0.6,78349,78349,"conserved"
3,0.1,0.6,78351,78351,"conserved"
3,0.1,0.6,78353,78353,"conserved"
3,0.1,0.6,78355,78355,"conserved"
3,0.1,0.6,78357,78357,"conserved"
3,0.1,0.6,78359,78359,"conserved"
3,0.1,0.6,78361,78361,"conserved"
3,0.1,0.6,78363,78363,"conserved"
3,0.1,0.6,78365,78365,"conserved"
3,0.1,0.6,78367,78367,"conserved"
3,0.1,0.6,78369,78369,"conserved"
3,0.1,0.6,78371,78371,"conserved"
3,0.1,0.6,78373,78373,"conserved"
3,0.1,0.6,78375,78375,"conserved"
3,0.1,0.6,78377,78377,"conserved"
3,0.1,0.6,78379,78379,"conserved"
3,0.1,0.6,78381,78381,"conserved"
3,0.1,0.6,78383,78383,"conserved"
3,0.1,0.6,78385,78385,"conserved"
3,0.1,0.6,78387,78387,"conserved"
3,0.1,0.6,78389,78389,"conserved"
3,0.1,0.6,78391,78391,"conserved"
